submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
rlrzbp,45-54 years old,1,"At the office, At home",Coffee brewing machine (e.g. Mr. Coffee),Aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Office,Regular drip coffee,Flat White,No - just black,I don't drink coffee.,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Full Bodied,Medium,Medium,Full caffeine,5.0,4.0,2.0,3.0,Plain,2.0,3.0,3.0,Fruity,1.0,1.0,1.0,Gas station coffee,1.0,4.0,3.0,Light fruit,Coffee B,Coffee D,Coffee B,I do a mix of both,$40-$60,"I need the caffeine, I need the ritual",In a mixed drink,No,No,$15-$20,20.0,Yes,$100-$300,No,Female,Transgender Female,Master's degree,White/Caucasian,Prefer not to say,Employed full-time,2,No affiliation,49.5,50.0,200.0
xdNOWd,25-34 years old,1,"At home, On the go, At the office, At a cafe","Pour over, Espresso",Aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Office,Espresso,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Fruity,Medium,Light,Full caffeine,8.0,2.0,4.0,4.0,"Mellow, bright but not sour, juicy",2.0,3.0,3.0,"Balanced, straightforward, not complex, good aftertaste",2.0,2.0,2.0,"Very plain, tastes like COFFEE, doesn't linger after swallowing",2.0,2.0,3.0,"Very light body, no staying power, weirdly both bitter and acidic, I have actually no idea what this tastes like",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,It tastes good,In a mixed drink,Yes,Yes,$8-$10,17.5,Yes,"More than $1,000",Yes,Male,Transgender Female,Master's degree,White/Caucasian,Prefer not to say,Student,2,Democrat,29.5,50.0,1000.0
qbE09g,25-34 years old,1,"At home, At the office","Pour over, Other",Aeropress,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda)",Juicy,Somewhat strong,Light,Full caffeine,6.0,1.0,5.0,5.0,So juicy and sweet,3.0,3.0,3.0,"More bitter than A, decent but not my favorite",4.0,2.0,2.0,Least favorite of the bunch but not bad. Darker roasted? Most bitter.,2.0,4.0,4.0,"I liked this one and found it super interesting, but liked A more",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",In a mixed drink,Yes,Yes,$4-$6,7.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,Asian/Pacific Islander,Prefer not to say,Employed full-time,2,Democrat,29.5,30.0,200.0
VZ12rM,25-34 years old,3,"At home, At the office",Pour over,Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda)",Floral,Somewhat strong,Light,Full caffeine,7.0,1.0,5.0,5.0,"Lemon, green apple",1.0,2.0,3.0,Heavy smooth bitter after taste. Chocolaty.,3.0,1.0,1.0,Classic,2.0,4.0,3.0,"Strawberry, ferment flavor",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",In a mixed drink,Yes,Yes,$10-$15,5.0,No,$500-$1000,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,Prefer not to say,Student,2,Democrat,29.5,50.0,750.0
pLPlyV,25-34 years old,2,At the office,Pour over,Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda)",Floral,Medium,Medium,Full caffeine,7.0,1.0,5.0,2.0,"Lemon, green apple",5.0,1.0,1.0,Heavy smooth bitter after taste. Chocolaty.,3.0,2.0,4.0,Earthy first sour then bitter balanced,2.0,4.0,2.0,"Fruity, wild!",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,In a mixed drink,Yes,Yes,$4-$6,7.0,Yes,$50-$100,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Prefer not to say,Homemaker,2,No affiliation,29.5,30.0,75.0
GrB8jz,25-34 years old,2,At home,Pour over,Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Cappuccino,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Oat milk,"Artificial Sweeteners (e.g., Splenda)",Full Bodied,Somewhat light,Light,Full caffeine,5.0,1.0,5.0,2.0,Light cranberries,5.0,1.0,1.0,Heavy smooth bitter after taste. Chocolaty.,3.0,2.0,4.0,Earthy first sour then bitter balanced,2.0,4.0,2.0,"Fruity, wild!",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,In a mixed drink,Yes,Yes,$4-$6,7.0,Yes,$50-$100,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Prefer not to say,Homemaker,2,No affiliation,29.5,30.0,75.0
pLPlbq,25-34 years old,2,"At the office, At home","Pour over, Espresso",Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Americano,Flat White,No - just black,I don't drink coffee.,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Nutty,Somewhat strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,"I called this ""diner coffee"" in my notes - lighter, inoffensive when quite hot. Drinkable, lightly acidic and slightly caramel-y.",3.0,2.0,4.0,"Darker, bitter, roast-y.",3.0,3.0,3.0,Dark chocolate,2.0,4.0,2.0,"Fruity, wild!",Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,It tastes good,In a mixed drink,Yes,Yes,$4-$6,3.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Prefer not to say,Employed full-time,More than 3,No affiliation,29.5,30.0,1000.0
24xM8L,35-44 years old,3,At home,Espresso,Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Latte,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Nutty,Somewhat strong,Medium,Full caffeine,4.0,2.0,4.0,4.0,"Caramel, smooth",3.0,2.0,2.0,"Smokey, had a bite",4.0,2.0,3.0,Dark chocolate,2.0,4.0,4.0,"Citrus and fruity, bright",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$6-$8,7.0,No,$500-$1000,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Prefer not to say,Homemaker,More than 3,Independent,39.5,30.0,750.0
QABP67,45-54 years old,2,"At home, At a cafe, On the go, At the office","Cold brew, Espresso, French press, Other",Aero press,"Local cafe, National chain (e.g. Starbucks, Dunkin)",Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Half and half, Flavored coffee creamer","Artificial Sweeteners (e.g., Splenda)",Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,1.0,3.0,3.0,"Caramel, smooth",2.0,2.0,4.0,"Smell: smooth, nutty,  warm taste is smooth and light.",3.0,2.0,3.0,"Smells strong/ bold. Tastes smooth, light, and moderately bitter",2.0,2.0,4.0,"Smells bitter/ acidic, taste is nutty and a little bitter",Coffee B,Coffee D,Coffee D,I primarily work from home,$80-$100,It tastes good,In a mixed drink,Yes,Yes,$10-$15,12.5,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Prefer not to say,Employed full-time,2,Democrat,49.5,90.0,200.0
6dQaoJ,25-34 years old,2,"On the go, At a cafe, At home",Coffee brewing machine (e.g. Mr. Coffee),Moka Pot,"Specialty coffee shop, Local cafe, Drive-thru",Office,Espresso,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Half and half, Flavored coffee creamer","Artificial Sweeteners (e.g., Splenda)",Bold,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,2.0,"Light color, creamy, sweet almost acidic taste. Tastes light. Little to not bitterness.",1.0,2.0,4.0,"Smell: smooth, nutty,  warm taste is smooth and light.",4.0,3.0,4.0,"Smells strong/ bold. Tastes smooth, light, and moderately bitter",3.0,4.0,1.0,"Smells bitter/ acidic, taste is nutty and a little bitter",Coffee B,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$6-$8,7.0,No,$100-$300,No,Prefer not to say,Transgender Female,Doctorate or professional degree,Other (please specify),Prefer not to say,Employed full-time,1,No affiliation,29.5,50.0,200.0
PABVZx,18-24 years old,2,"On the go, At a cafe, At home, At the office","Pour over, Cold brew",Moka Pot,"Local cafe, Specialty coffee shop, Drive-thru, National chain (e.g. Starbucks, Dunkin)",Office,Pourover,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Whole milk, Half and half","Artificial Sweeteners (e.g., Splenda)",Nutty,Somewhat strong,Medium,Full caffeine,6.0,2.0,5.0,3.0,"Bright, fruity, thin textured, moderate sweetness, citrus fruits, creates a lot of salvation in the mouth.",3.0,2.0,3.0,"Toasty/nutty notes, full bodied texture, chocolate note.",4.0,2.0,4.0,"Well balanced, roasted notes, creamy texture, rich dark chocolate notes.",3.0,4.0,1.0,"Fermented/funky flavors, hints of sour cherries or berries, thin textured, leaves a drying feeling on the tongue.",Coffee C,Coffee A,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$8-$10,9.0,No,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,21.0,50.0,400.0
RzB7Pp,35-44 years old,2,"At home, On the go","Pour over, Other",Moka Pot,"National chain (e.g. Starbucks, Dunkin)",Office,Cortado,Flat White,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",I don't drink coffee.,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Chocolatey,Somewhat light,Medium,Full caffeine,6.0,2.0,3.0,4.0,"Bright, fruity, thin textured, moderate sweetness, citrus fruits, creates a lot of salvation in the mouth.",1.0,3.0,3.0,"Mild, watery",2.0,1.0,2.0,"Mellow, Butterscotch, Caramel finish",1.0,2.0,3.0,Fruity,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",In a mixed drink,Yes,Yes,$8-$10,12.5,Yes,$100-$300,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,39.5,30.0,200.0
QAB6Mg,25-34 years old,1,"At home, On the go",Other,Protein powder with coffee,"National chain (e.g. Starbucks, Dunkin)",Office,Blended drink (e.g. Frappuccino),Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Skim milk, Oat milk",Raw Sugar (Turbinado),Fruity,Somewhat light,Light,Full caffeine,4.0,2.0,3.0,4.0,"Fruity, Green apple",1.0,3.0,3.0,"Mild, watery",2.0,1.0,2.0,"Mellow, Butterscotch, Caramel finish",1.0,2.0,3.0,Fruity,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",In a mixed drink,Yes,Yes,$8-$10,12.5,Yes,$100-$300,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,29.5,30.0,200.0
OABWXK,45-54 years old,2,At home,Pour over,"Aeropress, Hario Switch","Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",I don't drink coffee.,Half and half,Raw Sugar (Turbinado),Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,3.0,5.0,1.0,"Fruity, Green apple",3.0,3.0,4.0,"Bright, Melon, Honey",3.0,2.0,5.0,"Mellow, Butterscotch, Caramel finish",4.0,3.0,4.0,"Cocoa, Blueberry, Vanilla",Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",In a mixed drink,Yes,Yes,$8-$10,12.5,Yes,$100-$300,Yes,Female,Transgender Female,Master's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,49.5,30.0,200.0
ylqWYp,35-44 years old,2,At home,Other,"Aeropress, Hario Switch","Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Latte,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Oat milk,"Maple Syrup, Brown Sugar",Full Bodied,Very strong,Medium,Full caffeine,6.0,1.0,2.0,3.0,"Fruity, Green apple",2.0,2.0,3.0,"Bright, Melon, Honey",3.0,3.0,4.0,"Mellow, Butterscotch, Caramel finish",4.0,4.0,3.0,"Cocoa, Blueberry, Vanilla",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",In a mixed drink,Yes,Yes,$8-$10,9.0,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,Asian/Pacific Islander,Mixed - Asian and Black,Employed full-time,2,Democrat,39.5,30.0,400.0
VZ1kGv,25-34 years old,2,At home,"Espresso, Other",Aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Cappuccino,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Caramalized,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,"Lime, Clementine, Apricot, Sugarcane",3.0,3.0,2.0,"Bright, Melon, Honey",2.0,2.0,4.0,"Mellow, Butterscotch, Caramel finish",3.0,2.0,4.0,"Cocoa, Blueberry, Vanilla",Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",In a mixed drink,Yes,Yes,$6-$8,9.0,No,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,29.5,30.0,400.0
bl40qo,18-24 years old, 1,None of these,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Fruity,Very strong,Medium,Full caffeine,8.0,2.0,3.0,5.0,"Bright, caramelized/candied orange, lemon, lime, cherry",3.0,3.0,2.0,"Rich, very dark chocolate, subtle smokey",2.0,2.0,3.0,"Almond, allspice, marshmallow. Not much flavor up front, all flavor in aftertaste.",3.0,1.0,5.0,"Bright, bold, dark red fruit, no acidity, creamy and smooth, plum, subtle caramel sweetness.",Coffee A,Coffee D,Coffee D,I primarily work in person,<$20,It tastes good,In a mixed drink,Yes,Yes,$4-$6,7.0,Yes,$100-$300,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,21.0,20.0,200.0
NABelG,25-34 years old,1,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,5.0,1.0,"Tanic, sour, woody?",4.0,1.0,4.0,"Vegetal, sour as cools",2.0,2.0,5.0,"Graham cracker, molasses",3.0,5.0,1.0,"Cherry, ponegranate",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",In a mixed drink,Yes,Yes,$8-$10,9.0,No,$50-$100,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,29.5,30.0,75.0
5dqy9M,35-44 years old,2,"At the office, At home, At a cafe","Pour over, French press",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,No - just black,I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Full Bodied,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,2.0,Under ripe pear,2.0,3.0,4.0,Blackberry and dirt,3.0,3.0,2.0,Chocolate and old people smell,3.0,3.0,5.0,Complex and rich,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$10-$15,9.0,No,$20-$50,Yes,Non-binary,Transgender Female,Master's degree,White/Caucasian,Mixed - Asian and Black,Employed full-time,2,Democrat,39.5,50.0,35.0
kYRVEJ,25-34 years old,1,"At home, At a cafe","Pour over, Espresso",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Sweet,Medium,Light,Full caffeine,6.0,2.0,3.0,2.0,"malt, dried fruit",4.0,1.0,4.0,"semisweet chocolate, nutty, ""coffee"" coffee",3.0,2.0,3.0,milk chocolate,1.0,4.0,5.0,"dragonfruit, tropical, explosive",Coffee B,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$15-$20,17.5,No,"More than $1,000",Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,Mixed - Asian and Black,Employed full-time,2,Democrat,29.5,70.0,1000.0
Alb1GN,55-64 years old,2,At home,Espresso,aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Cappuccino,Flat White,"Milk, dairy alternative, or coffee creamer",I don't drink coffee.,Whole milk,"Maple Syrup, Brown Sugar",Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,1.0,2.0,1.0,Lemony,3.0,1.0,4.0,Gooseberry,1.0,2.0,1.0,Pomegranate,1.0,1.0,3.0,Fruity,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,I need the ritual,In a mixed drink,Yes,No,$4-$6,3.0,Yes,$20-$50,Yes,Female,Transgender Female,High school graduate,Asian/Pacific Islander,Mixed - Asian and Black,Employed full-time,2,No affiliation,59.5,20.0,35.0
rlrxo5,25-34 years old,2,At a cafe,"Other, French press, Espresso",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,No - just black,I don't drink coffee.,"Whole milk, Oat milk","Maple Syrup, Brown Sugar",Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Nice African coffee, tangy and acidic with a nice finish. Lemon and tangerine tasting notes",3.0,3.0,2.0,"Mild but would be nice to have stronger. Graham cracker, honey, chocolate",2.0,2.0,3.0,Very smooth at first with a heavy caramel finish. Butterscotch and nutty flavors as well.,3.0,1.0,5.0,Very nice coffee for any time of day. Dark currant and berry with milk chocolate.,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,In a mixed drink,Yes,Yes,$6-$8,12.5,Yes,$50-$100,Yes,Male,Transgender Female,High school graduate,White/Caucasian,Mixed - Asian and Black,Employed full-time,1,No affiliation,29.5,30.0,75.0
OABW5A,35-44 years old,1,"At home, At the office","Other, French press, Espresso",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Americano,Flat White,No - just black,I don't drink coffee.,"Whole milk, Oat milk","Maple Syrup, Brown Sugar",Caramalized,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,2.0,fruity,2.0,2.0,5.0,caramel,3.0,2.0,4.0,tobacco,1.0,5.0,2.0,soy sauce,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",In a mixed drink,Yes,No,$6-$8,7.0,Yes,Less than $20,Yes,Female,Transgender Female,Some college or associate's degree,Asian/Pacific Islander,Mixed - Asian and Black,Employed full-time,1,No affiliation,39.5,30.0,20.0
zKQPpR,35-44 years old,2,"At home, At a cafe","Pour over, Coffee extract (e.g. Cometeer)",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Pourover,Flat White,"No - just black, Milk, dairy alternative, or coffee creamer",I don't drink coffee.,"Whole milk, Oat milk","Maple Syrup, Brown Sugar",Sweet,Medium,Light,Full caffeine,7.0,2.0,4.0,5.0,"Sweet, tasted like a Kenyan coffee as expected",2.0,2.0,3.0,Very neutral and agreeable. Not overly opinionated.,4.0,1.0,2.0,Too high on the bitterness for me. It was fine at the beginning but got worse over time.,3.0,3.0,4.0,Bright and juicy!,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",In a mixed drink,Yes,Yes,$8-$10,12.5,Yes,$100-$300,Yes,Female,Transgender Female,Bachelor's degree,Other (please specify),Mixed - Asian and Black,Employed full-time,1,Democrat,39.5,50.0,200.0
WApvYR,25-34 years old, 1,"At home, At a cafe, At the office","Pour over, Espresso",aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Cortado,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,5.0,"Sweet, tasted like a Kenyan coffee as expected",3.0,3.0,3.0,"weak, not very complex, dull and dirty",3.0,2.0,3.0,"nutty, dried apricot, don't normally like very bitter coffee but I enjoyed this one, the most drinkable everyday coffee of the 4",2.0,4.0,3.0,"fruity and funky, pineapple, passion fruit, tasty but wouldn't drink it every day",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,It tastes good,In a mixed drink,Yes,Yes,$10-$15,17.5,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,Asian/Pacific Islander,"Asian, White",Employed full-time,1,No affiliation,29.5,30.0,1000.0
xdNOlo,35-44 years old,1,At home,Other,aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Cortado,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Nutty,Very strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,"light, citrus, peach iced tea, summery",2.0,1.0,1.0,"weak, not very complex, dull and dirty",4.0,1.0,3.0,"nutty, dried apricot, don't normally like very bitter coffee but I enjoyed this one, the most drinkable everyday coffee of the 4",3.0,4.0,4.0,"fruity and funky, pineapple, passion fruit, tasty but wouldn't drink it every day",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$10-$15,17.5,No,$100-$300,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,"Asian, White",Employed part-time,1,No affiliation,39.5,20.0,200.0
NABe7W,35-44 years old,2,"At a cafe, At home, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee, Espresso, French press",Aeropress,"Drive-thru, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe",Office,Americano,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Caramalized,Somewhat strong,Dark,Full caffeine,7.0,2.0,4.0,3.0,The last cup left in the pot after a traditional American breakfast,4.0,3.0,4.0,Sophisticated library coffee drank with a father figure,2.0,2.0,3.0,The coffee grandma shares with her granddaughter on a coffee date,4.0,4.0,4.0,Fancy cupping coffee that is still relatable enough to put in your thermos,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",In a mixed drink,Yes,Yes,$15-$20,17.5,Yes,$50-$100,Yes,Female,Transgender Female,Master's degree,White/Caucasian,"Asian, White",Employed full-time,1,Democrat,39.5,50.0,75.0
aBr8zB,25-34 years old,2,"At home, At the office","Pour over, Espresso",Aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Office,Espresso,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Very strong,Light,Full caffeine,8.0,4.0,4.0,4.0,"Apple, blonde, wood, cardboard.",5.0,5.0,1.0,Dark cacao,2.0,2.0,2.0,Uninteresting,3.0,4.0,5.0,"Blueberry, chocolate, black raspberry",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$8-$10,20.0,No,"More than $1,000",Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,"Asian, White",Employed full-time,1,No affiliation,29.5,50.0,1000.0
MAd98k,25-34 years old,2,"At a cafe, At home, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Office,Iced coffee,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Medium,Nordic,Full caffeine,8.0,2.0,4.0,4.0,Kenya style juiciness. Raspberry / tomato acidity,3.0,2.0,3.0,Balanced. Nutty. Classic coffee flavor.,4.0,1.0,2.0,Uninteresting,1.0,5.0,5.0,"Love it. Fruity, tart, interesting.",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,More than $20,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,Hispanic/Latino,"Asian, White",Employed full-time,1,Democrat,29.5,50.0,1000.0
xdNel5,25-34 years old,3,"At the office, At home","Pour over, Cold brew",Aeropress,Specialty coffee shop,Office,Pourover,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,"Sour cherry, lemon",3.0,2.0,3.0,"Dark chocolate, peach",4.0,1.0,1.0,"Tobacco, currants",1.0,4.0,4.0,"Guava, plum",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",In a mixed drink,Yes,Yes,$8-$10,12.5,Yes,$300-$500,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,"Asian, White",Employed full-time,2,No affiliation,29.5,70.0,400.0
xdNe6r,18-24 years old, 1,At a cafe,"Pour over, Cold brew",Aeropress,Specialty coffee shop,Office,Espresso,Flat White,No - just black,I don't drink coffee.,Half and half,"Maple Syrup, Brown Sugar",Fruity,Somewhat strong,Light,Decaf,7.0,2.0,4.0,4.0,apple cider,3.0,2.0,2.0,more classic roast-y flavor,3.0,3.0,3.0,"woody, somewhat bright",1.0,4.0,5.0,"tea, raspberries",Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,It tastes good,In a mixed drink,Yes,Yes,$8-$10,9.0,Yes,$20-$50,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,"Asian, White",Student,2,Democrat,21.0,20.0,35.0
